isbn13,title,description,author
9791155813102,걸어 다니는 어원 사전 - 모든 영어 단어에는 이야기가 있다,"사연 없는 단어는 없다. 베스트셀러 작가이자 언론인, 교정인인 마크 포사이스가 단어의 기원을 추적한다. 이 책은 영어 어원의 꼬리에 꼬리를 물며 역사, 과학, 문학, 언어학 등 다양한 분야를 넘나든다.","마크 포사이스 (지은이), 홍한결 (옮긴이)"
9791189683054,단단한 영어공부 - 내 삶을 위한 외국어 학습의 기본,"저자는 우리가 오랫동안 잘못 알고 있던 외국어 공부법, 영어에 대한 뿌리 깊은 오해, 원어민 중심주의, 언어를 경험하기보다는 습득 도구로 여기게 만드는 공부 환경 등을 하나하나 되짚으면서 우리가 영어를 하나의 언어로, 사회문화적 맥락에서 바라보도록 권한다.",김성우 (지은이)
9788984288362,보리 국어사전 - 남녘과 북녘의 초.중등 학생들이 함께 보는,"2014년 1월 현재 쓰이는 초등학교 교과서 속 낱말을 가장 충실하게 반영한 사전이다. 2009년부터 2012년까지 나온 7차 개정 교과서와 2013년에 나온 1, 2학년 통합 교과서에 새로 나오는 낱말을 올림말로 뽑아 보태었다.","토박이 사전 편찬실 (엮은이), 윤구병 (감수)"
9788964943571,"나는 오십에 영어를 시작했다 - 어른을 위한 공부법은 따로 있다, 정재환 교수의 리스타트 영어",마흔에 공부를 시작해서 박사학위를 따고 대학 강단에 선 정재환. 어느 날 공부를 위해 자신을 벼르기 시작한 그는 대학에서 한국사를 공부하고 박사학위 과정에서 일본어를 공부하더니 이제 영어에 푹 빠져 지낸다. 5060이라면 누구나 한 번쯤 빠져봤을 영어울렁증을 극복하고 즐겁게 영어를 공부하는 법을 공개한다.,정재환 (지은이)
9788998614577,"나의 외국어 학습기 - 읽기와 번역을 위한 한문, 중국어, 일본어 공부","영어를 비롯한 인도-유럽어를 공부하는 특별한 비법, 동아시아의 라틴어인 고전 한문에 입문하는 길을 소개하고, 중국어와 일본어로 깊이 있는 독해와 번역을 하고 싶은 학습자, 교차 학습, 다국어 학습에 관심이 많은 독자들을 위해 본인의 학습 노하우를 찬찬히 풀어낸다.",김태완 (지은이)
9791157061297,"여백을 번역하라 - 원서 사대주의에서 벗어나, 글맛을 살리는 번역 특강","2000년대 초부터 번역가의 길을 걸어온 조영학은 글맛을 살리는 번역으로 유명하다. 3백 명 넘는 번역 지망생과 기성 번역가에게 번역 수업을 해왔다. 『여백을 번역하라』는 17년 번역, 7년 강의에서 얻은 에센스를 담은 책이다.",조영학 (지은이)
9791188392018,스타일 레슨 - 명확하고 아름다운 영어 글쓰기,"미국의 대학, 기업, 로펌에서 가장 많이 선택하는 최고의 작문교과서로, 모든 글의 존재이유이자, 글에 대한 평가의 최종적인 기준이라 할 수 있는 '독자의 시선'에서 글쓰기의 원리를 하나씩 탐구해 나간다.","조셉 윌리엄스 (지은이), 라성일, 윤영삼 (옮긴이)"
9788997429806,말 잘하고 글 잘 쓰게 돕는 읽는 우리말 사전 1 - 돌림풀이와 겹말풀이 다듬기,"‘읽는’ 우리말 사전, 첫 번째 이야기. ‘돌림풀이(순환정의)’란 이 낱말을 풀이하면서 저 낱말을 쓰는데 저 낱말을 풀이할 때 또 이 낱말을 쓰는 일을 가리키며, ‘겹말풀이(반복정의)’란 어느 낱말을 풀이하면서 쓴 여러 낱말 뜻이 겹치는 일을 가리킨다.","최종규 (지은이), 숲노래"
9788937434266,나의 첫 한문 공부 - 손으로 쓰고 마음으로 새기는,"<춘추전국 이야기>로 중국의 고대 역사를 신선하게 풀어내고, 한나라 묘에서 출토된 죽간 ‘개려(蓋廬)’를 초역하여 『오자서병법』을 펴낸 저자 공원국이 초학자들을 위해 다채로운 고전 속 한문을 쉽게 읽을 수 있도록 엮은 한문 공부 책이다.",공원국 (지은이)
9791186559185,처음 읽는 한문 : 천자문,한자를 하나하나 외우면서 한문을 공부하는 천편일률적인 방식을 탈피할 수는 없을까? &lt;처음 읽는 한문: 천자문&gt;은 그런 고민에서 만들어진 새로운 방식으로 한자와 한문을 공부하는 책이다. 한자를 조금 아는 것만으로도 이 책을 통해 도전해볼 수 있다.,이재황 (지은이)
9791185152622,단어의 배신 - 베테랑 번역가도 몰랐던 원어민의 영단어 사용법,"<단어의 배신>은 저자가 배신당했던 단어들 가운데 출현 빈도가 높은 기본 영단어 100개를 심사숙고하여 고르고, 단어와 관련된 정치, 경제, 역사, 문화 등의 상식을 곁들여서 읽는 재미를 더한 영어 교양서다.",박산호 (지은이)
9791195651160,한자 가족 - 일상에 숨어 있는 한자의 비밀,저자들은 다년간 한자에 대한 연구에 천착해 근원을 밝혀냈고 한자들 사이에 서로 연결된 맥락을 탐색했다. 또한 한자 가족을 찾고 한자 가족 네트워크를 형성해 독자가 한자들 사이에 존재하는 긴밀한 관계를 이해할 수 있도록 했다.,"장이칭, 푸리, 천페이 (지은이), 나진희 (옮긴이)"
9788993463910,새로 쓰는 비슷한말 꾸러미 사전,"264가지 꾸러미로 엮은 1,100가지 비슷한말 사전. 수많은 한국말 가운데 헷갈리기 쉬운 1,100가지 낱말을 264가지 '비슷한말' 꾸러미에 묶어 한자리에 보여주고 있다. 사전에 실린 낱말과 말풀이, 보기글은 순 우리말로 이루어져 있다.","최종규 (지은이), 숲노래 (기획)"
9788980994212,"코리아 중앙데일리 리딩 스펙트럼 Vol.3 : 자연과학편 (수정보완판, 전체 원문 원어민 녹음 MP3파일 제공) - 수능.TEPS.SAT.TOEFL.GRE 및 편입.공무원시험 독해 대비","수능·TEPS·SAT·TOEFL·GRE 및 편입·공무원시험 독해 대비서. 인문·사회·자연과학 그리고 문화·예술 분야 관련 내용을 모두 4권으로 나눠 실었는데, 각 권마다 해당 영역에 따른 각기 다른 주제로 된 원문 100개씩 수록하여 다뤘다.",홍준기 (지은이)
