isbn13,title,description,author
9791141601096,퀴어 (포)에티카 - 전승민 평론집,"문학평론가 전승민의 첫 평론집. 데뷔 3년 반 만에 선보이는 첫 평론집이라는 이 경이로운 행보는 끊임없는 호명과 성실한 응답을 뜻하기도 하지만, ‘사랑’이라는 말로밖에 설명될 수 없는 기이한 에너지와 순정한 열정이 만들어낸 쾌거이기도 하다.",전승민 (지은이)
9791141606831,작약은 물속에서 더 환한데,"문학동네시인선 217번으로 이승희 시인의 네번째 시집 『작약은 물속에서 더 환한데』를 펴낸다. 『여름이 나에게 시킨 일』(문예중앙, 2017) 이후 7년 만에 펴내는 이번 시집에서 시인은 어두운 곳을 들여다보기를 주저하지 않으며 슬픔과 죽음을 향해 한 걸음 더 나아간다.",이승희 (지은이)
9788932042985,"레이디스, 테이크 유어 타임","2013년 큐빅노트 단편소설 공모전에 당선되며 작품 활동을 시작한 박문영의 여섯번째 장편소설 『레이디스, 테이크 유어 타임』이 출간되었다. 완경 이후 중노년 여성의 신체를 강화시키는 호르몬 치료 및 최신 나노봇 수술이 가능한 세계를 그린다.",박문영 (지은이)
9788936439569,기술자들,메가 히트작 『완득이』로 전국민의 사랑을 받은 데 이어 『우아한 거짓말』 『트렁크』 등 문학성과 대중성을 두루 갖춘 작품을 잇달아 펴내며 전세대를 아우르는 독자층을 보유하고 있는 작가 김려령의 신작 『기술자들』이 출간되었다. 청소년 소설의 외피를 지닌 『샹들리에』(창비 2016)를 제외하면 처음 선보이는 본격 소설집이다.,김려령 (지은이)
9791141601102,사랑과 결함,"데뷔 3년 만에 이효석문학상·문지문학상·황금드래곤문학상을 석권하며 한국문학의 기대주로 자리매김한 예소연의 첫 소설집. 한 작가의 시작을 알리듯 뜨거운 박력이 느껴지는 이번 소설집에는 2023년 문지문학상 수상작 「사랑과 결함」, 문학과지성사 ‘이 계절의 소설’ 선정작 「우리는 계절마다」 「그 개와 혁명」을 비롯해 총 열 편의 작품이 수록되었다.",예소연 (지은이)
9788954658164,2인조,"경악의 반전 스릴러 『홍학의 자리』, 보기 드문 특수 설정 스릴러 『못 먹는 남자』, 드라마화된 『유괴의 날』을 포함한 ‘날 시리즈’ 등으로 출간하는 작품마다 독자와 평단의 주목을 받는 정해연 작가의 새로운 페이지터너. 『2인조』는 유머러스한 톤의 범죄 스릴러로, 발 빠른 도둑 나형조와 교활한 사기꾼 김형래 콤비가 더블 주인공으로 등장한다.",정해연 (지은이)
9791170611585,나의 사내연애 이야기,"‘달달북다’의 두 번째 작품은 장진영의 『나의 사내연애 이야기』이다. 놓치려 하면 잡히고 잡으려 하면 놓치고 마는, 예측 불가한 사랑의 세계를 본떠 짜인 듯한 이 작품은 독자에게 찐하고도 짠한 사랑의 다채로운 모양을 알게 할 것이다.",장진영 (지은이)
9788932042497,작별의 리듬 - 문학·예술에 관한 횡단 비평,문학·예술·정치를 횡단하는 폭넓은 사유를 바탕으로 지적이고 세련된 문장을 선보이는 에세이스트이자 빼어난 통찰력과 예리한 분석으로 담론의 장을 개척해온 문학평론가 이광호의 비평 에세이 『작별의 리듬』이 출간되었다.,이광호 (지은이)
9791193710470,밤 그네 - 교유서가 소설,장편소설 『나무에게서 온 편지』(2014)로 전태일문학상을 수상한 하명희의 새 소설집이다.  단편집 『고요는 어디 있나요』(2019)에 이어 8편을 모은 이번 작품집에서도 ‘온기’ 있는 작가라 평가받는 저자의 시선은 여전히 따스하다.,하명희 (지은이)
9788932405346,E. E. 커밍스 시 선집,"미국 모더니즘 대표 시인 에드워드 에스틀린 커밍스의 주요 작품을 정선한 『E. E. 커밍스 시 선집』이 을유문화사에서 나왔다. 을유세계문학전집 134번째 작품으로, 현대 영미시 전공자의 완역으로 선보이는 커밍스 시 선집의 결정판이라 할 수 있다.","E. E. 커밍스 (지은이), 박선아 (옮긴이)"
