isbn13,title,description,author
9788925574783,"나를 살리는 습관, 죽이는 습관 - 불안과 욕심으로 소모되지 않는 건강한 인생 수업","이대로 죽는 것이 억울했던 저자는 자신의 건강을 되찾기 위해 약대 한약학과에 진학해 나를 살리는 습관, 죽이는 습관을 깨달았다. 집착(소비), 욕심(욕망), 스트레스를 줄여라! 마음의 괴로움이 없는 것, 그것이 나를 살리는 최고의 습관이다.",조승우 (지은이)
9788901285108,대화의 힘 - 원하는 모든 것을 얻어내는 최고의 기술,퓰리처상 수상 저널리스트이자 미국 최고의 논픽션 작가 찰스 두히그가 8년 만에 펴낸 신작이다. 습관의 매커니즘을 풀기 위해 스스로 나쁜 습관 끊어내기 실험을 했던 저자는 이번에는 탁월한 슈퍼 커뮤니케이터를 찾아내 그들의 능력을 낱낱이 해부한다.,"찰스 두히그 (지은이), 조은영 (옮긴이)"
9791172540067,마라닉 페이스 - 변화를 마주하는 가장 즐거운 경험,"변화할 필요성을 알지만 주저하고 있다면, 크든 작든 새로운 도전 앞에서 머뭇대고 있다면 이 책이 해답을 알려줄 것이다. 대형 방송사 PD 자리를 저버리고 나와 현재 15만 팔로워를 가진 인기 유튜버이자 달리기로 삶을 송두리째 바꾼 저자가 변화를 마주하는 즐거운 경험에 대해 이야기한다.",이재진(해피러너 올레) (지은이)
9791193674123,챗봇 2025 - 트렌드&활용백과,"2025년, AI 챗봇의 실체를 마주하는 원년, 절대 놓쳐서는 안 될 AI 챗봇 트렌드와 활용 및 제작법. 10여 년 동안 IT 트렌드의 최전선에서 대중들과 함께 호흡해 온 김덕진 IT커뮤니케이션연구소장과 프롬프트 엔지니어 서승완 대표가 2025년 AI 챗봇 트렌드를 소개한다.","김덕진, 서승완 (지은이)"
9791139716795,아주 작은 대화의 기술 - 힘들이지 않고 사람의 마음을 얻는 80가지 인간관계의 기술,"인간관계 부자들의 소통 비법을 낱낱이 파헤친다. 호감을 사는 첫인사 요령부터 까다로운 대화에 대처하는 방법, 갈등 해소 전략까지 담겨 있다. 여기에 더해 상대방의 감정을 읽고 공감하는 기술 등 이 책에 소개된 80가지 기술은 당신을 대화의 고수로 만들어줄 것이다.","레일 라운즈 (지은이), 정지현 (옮긴이)"
9791193235188,"다시, 세상 끝의 카페","독일인에게 인생책을 물으면 『세상 끝의 카페』 시리즈를 답하는 경우가 많다. 그도 그럴 것이 이 책은 9년 연속 슈피겔 베스트셀러 1위에 올랐고, 시리즈 합계 1000만 부가 팔렸다. 『다시, 세상 끝의 카페』는 『세상 끝의 카페』 10년 후의 이야기를 그린다.","존 스트레레키 (지은이), 고상숙 (옮긴이)"
9791193904046,"말하지 않으면 인생은 바뀌지 않는다 - 세계 최고의 커뮤니케이션 코치, 샘 혼의 더 이상 물러서지 않는 단호한 대화법","27년간 전 세계 수십 만 명의 인생을 바꾼 최고의 커뮤니케이션 코치 샘 혼이 알려 주는 단호한 대화의 기술. 나도 모르게 눈치 보거나 뒤로 물러나지 않고 단호하게 할 말은 하되, 상대방도 나도 기분 좋게 대화할 수 있는 현실적이고 실용적인 대화법을 집대성했다.","샘 혼 (지은이), 서은경 (옮긴이)"
9791191769708,영원히 날씬할 방법을 찾고 있어,"체중 감량을 식단 관리, 운동, 특정 규칙 없이 성공하도록 돕는 책이다. 책의 저자는 영국에서 가장 많이 팔린 자기계발 분야의 저자이며 NLP(신경 언어 프로그래밍) 권위자다. 책에는 그의 가르침이 그대로 풀이돼 있으며 대표 사상, 네 가지 황금률만을 비중 있게 다뤘다.","폴 매케나 (지은이), 서진 (엮은이)"
9788925575025,몰입 확장판 - 인생을 바꾸는 자기 혁명,"2007년 출간되어 전 국민에게 ‘몰입’ 열풍을 불러일으킨 베스트셀러 『몰입』이 전면 개정되어 돌아왔다. 이번 확장판은 단순히 290쪽에서 456쪽으로 분량을 추가한 것에 그치지 않고, 몰입을 통해 17년간 축적된 수만 건의 데이터와 뇌과학 지식, 변화한 시대상을 반영하여 초판의 내용을 전면 업그레이드해 더욱 특별하다.",황농문 (지은이)
9791191859836,나는 읽고 쓰고 버린다 - 손웅정의 말,"대한민국의 전 축구선수, 현 축구 지도자 손웅정 감독의 『나는 읽고 쓰고 버린다』가 출간되었다. 손웅정 감독이 2010년부터 작성해온 독서 노트를 바탕으로 2023년 3월부터 2024년 3월까지 김민정 시인과 진행한 수차례의 인터뷰를 책으로 묶었다.",손웅정 (지은이)
9788925575308,클리어 씽킹 - 탁월한 결과에 이르는 생각의 디테일,월스트리트의 신뢰도 1위 스마트 씽킹 전문가이자 미국 전역에서 가장 인기 있는 팟캐스트 중 하나인 ‘파남 스트리트’의 운영자 셰인 패리시가 최고의 결정을 방해하는 힘들을 극복해 원하는 결과를 얻을 수 있는 검증된 사고법을 제시한다.,"셰인 패리시 (지은이), 최호영 (옮긴이)"
