isbn13,title,description,author
9788934917847,곤충은 남의 밥상을 넘보지 않는다 - 손톱만 한 작은 짐승과 30년간 한솥밥 먹은 곤충학자의 에세이,"꽃이 좋아 꽃구경하러 다니다 그만 꽃 속에 사는 곤충에 홀려 나이 마흔에 곤충학자의 길을 걷기 시작한 정부희 박사. 그가 겪었던 진솔한 삶의 에피소드와 소탈한 단상, 그리고 경이롭고도 고달픈 곤충의 생을 들여다보는 매혹적인 에세이다.",정부희 (지은이)
9788901283470,폭염 살인 - 폭주하는 더위는 어떻게 우리 삶을 파괴하는가,"진화의 속도를 넘어 폭주하는 더위, 그리고 그것이 불러올 예측 불허의 재앙 앞에서 에어컨의 냉기가 과연 언제까지 우리를 지켜줄 수 있을까. 분명한 건 극한 더위가 불러올 죽음의 연쇄 반응 앞에 그 누구도 자유로울 수 없다는 사실이다.","제프 구델 (지은이), 왕수민 (옮긴이)"
9788958208822,청소년을 위한 과학혁명 - 과학이 탄생하는 순간들,"복잡한 과학혁명기 사건 전체를 요약하기보다는 특히 지동설혁명을 이끈 인물들에 집중하고 있다.  지동설혁명에서 중요한 역할을 해낸 코페르니쿠스, 케플러, 갈릴레이, 뉴턴 등의 생애와 업적을 살펴보는 일은 과학혁명을 생생히 이해할 수 있게 해준다.",남영 (지은이)
9791164052479,"과학 잔혹사 - 약탈, 살인, 고문으로 얼룩진 과학과 의학의 역사",과학적 성취의 어두운 이면을 조명하는 책이다. 과학의 역사에서 갈등과 드라마를 포착하는 데 탁월한 작가 샘 킨은 과학적 성취와 얽혀 있는 잔인하고 섬찟한 범죄를 생생하게 그려낸다.,"샘 킨 (지은이), 이충호 (옮긴이)"
9788932924274,개와 고양이 의학 사전,일본에서 반려동물 연구와 활동에 관해 국가로부터 공익재단법인으로 인정받은 동물임상의학 연구소가 수의사 120명에게 집필을 의뢰하여 한 권으로 묶은 『개와 고양이 의학 사전』은 개와 고양이를 기르는 모든 보호자가 알아야 할 내용을 방대한 양으로 빼곡하게 채워 넣은 책이다.,"공익재단법인 동물임상의학 연구소 (지은이), 위정훈 (옮긴이), 서경원, 이종복 (감수)"
9791167741448,"호르몬은 어떻게 나를 움직이는가 - 순간의 감정부터 일생의 변화까지, 내 삶을 지배하는 호르몬의 모든 것","세계적인 내분비 전문의인 막스 니우도르프 교수는 《호르몬은 어떻게 나를 움직이는가》에서 임신과 출산을 통한 생명의 탄생부터 갱년기 이후의 새로운 호르몬 균형이 나타나는 시기까지, 삶의 각 단계마다 호르몬이 어떻게 다양한 신체 기능을 활성화하고 지시하는지 소개한다.","막스 니우도르프 (지은이), 배명자 (옮긴이)"
9791170871170,버자이너 - 과학의 ‘아버지’들을 추방하고 직접 찾아나선,"과학의 ‘아버지’들이 이룩한 세계에서 여성의 몸은 언제나 멋대로 이름 지어지고, 설명되고, 수치스럽다고 여겨져 왔다. 그러나 새로운 시각과 실험으로 무장한 우리 시대의 과학자들은 여성의 몸을 재정의하고 끝내 탈환하기에 이른다.","레이철 E. 그로스 (지은이), 제효영 (옮긴이)"
9791193528044,우리는 매일 죽음을 입는다,"패스트 패션으로 지구가 망하기 전에 우리가 먼저 죽을 수도 있다. 그 이유가 책에 나와 있다. 이 책은 우리가 매일 입는 옷에 숨겨진 끔찍한 진실을 밝히고, 그래서 우리가 어떻게 해야 하는지 제안한다. 무엇을 사고, 무엇을 사지 말아야 할지, 그리고 이 유독한 시스템을 어떻게 함께 바꿔 나가야 할지를.","올든 위커 (지은이), 김은령 (옮긴이)"
9788972918189,세포의 노래,"『암 : 만병의 황제의 역사』로 퓰리처 상을 수상하고, 『유전자의 내밀한 역사』를 출간하자마자 「뉴욕 타임스」 베스트셀러에 오른, 의사이자 저자인 싯다르타 무케르지가 이번에 주목한 것은 바로 생명의 가장 기본 단위이자 그 모든 것인 “세포”이다.","싯다르타 무케르지, 이한음 (지은이)"
9791168730878,세계의 종말을 늦추기 위한 아마존의 목소리,"기후위기 시대에 권하는 원주민의 역-인류학. 재앙과 위기, 종말에 익숙해질 대로 익숙해진 문명 세계를 향한 원주민의 강력한 비판을 담아낸다. 브라질 크레나키 원주민의 리더로서 수십 년 가까이 원주민운동을 이끌어온 아이우통 크레나키는 백인 자본주의 문명이 제시하는 종말 담론을 비판하며 그들의 폭력적인 지배와 생태살해ecocide로 원주민 세계는 이미 오래전 종말을 맞이했다고 단언한다.","아이우통 크레나키 (지은이), 박이대승, 박수경 (옮긴이)"
