isbn13,title,description,author
9791193674123,챗봇 2025 - 트렌드&활용백과,"2025년, AI 챗봇의 실체를 마주하는 원년, 절대 놓쳐서는 안 될 AI 챗봇 트렌드와 활용 및 제작법. 10여 년 동안 IT 트렌드의 최전선에서 대중들과 함께 호흡해 온 김덕진 IT커뮤니케이션연구소장과 프롬프트 엔지니어 서승완 대표가 2025년 AI 챗봇 트렌드를 소개한다.","김덕진, 서승완 (지은이)"
9791191998276,"아이들의 화면 속에선 무슨 일이 벌어지고 있는가 - 중독과 저항, 새로운 정체성의 관문","‘인터넷이 없던 세상을 겪어본 적이 없는 세대’가 어떻게 살아가는지, 화면 속 세상은 아이들을 어떻게 유혹하고, 그들은 거기에 어떻게 저항하며 그 안에서 자신들의 정체성을 구축해 나가는지를 총체적으로 분석한다.",김지윤 (지은이)
9791160079227,toshi의 움직임과 감정 표현,"판매 누계 30만 부를 돌파한 인기 애니메이터인 toshi의 9번째 작법서. 이 책은 인물을 자세히 관찰하면서 인물 묘사는 물론이고 동작과 감정 표현을 어떻게 파악하는지, 어떻게 표현하면 좋은지를 함께 배우는 내용이다.","toshi (지은이), 김재훈 (옮긴이)"
9791160078312,만화 캐릭터 배색 교과서 - 캐릭터의 매력을 최대한 끌어내는 배색 노하우!,캐릭터 채색에 필요한 배색 지식을 실제 예시를 통해서 배울 수 있는 획기적인 배색 교과서. 누적 판매 35만 부를 자랑하는 일본 최고의 컬러 전문가인 사쿠라이 테루코 씨는 그림을 그리는 사람들의 현실적인 고민과 문제점을 해결하고자 이 책을 만들게 되었다.,"사쿠라이 테루코 (지은이), 허영은 (옮긴이)"
9791189510244,코지마 히데오의 창작하는 유전자 - 내가 사랑한 밈들,'메탈 기어 솔리드' 시리즈와 '데스 스트랜딩'으로 잘 알려진 세계적인 게임 제작자 코지마 히데오가 게임을 창작하는 과정에서 영향과 영감을 받은 44편의 책과 영화들을 애정을 듬뿍 담아 소개한 책이다.,"코지마 히데오 (지은이), 부윤아 (옮긴이)"
9788969524720,나의 첫 아이패드 드로잉 - 누구나 쉽게 따라 그릴 수 있는 프로크리에이트 가이드,아이패드는 초보자에겐 부담 없이 그림을 즐기기에 더할 나위 없이 좋은 드로잉 도구이다. 이 책에서는 일상에서 마주친 대상과 순간적인 감정을 아이패드 드로잉으로 표현하는 방법을 알려준다.,리니(이채린) (지은이)
9788931701395,C로 배우는 알고리즘 1,알고리즘의 기본 개념과 용어를 쉽게 풀이하고 기본적인 자료구조에서어려운 자료구조에까지 그 원리와 C로 구현함에 있어서의 문제점을 상세히 소개하였다.,이재규 (지은이)
9791191013269,오늘부터 차근차근 아이패드 드로잉 - 나의 하루를 채우는 소품부터 그림 같은 풍경까지,"따뜻한 색감, 아기자기하고 감성적인 그림체로 팔로워들의 사랑을 받는 크리에이티브 디렉터 배성규가 디지털 드로잉 노하우를 집대성한 책이다. 단순한 디지털 드로잉북에 그치지 않고 저자의 디지털 캘리그라피 노하우와 프로크리에이트 활용법을 알차게 담았다.",배성규 (지은이)
9791186573419,CAPCOM 격투캐릭터 만드는 법 - 스트리트 파이터 캐릭터디자인,[스트리트 파이터 V]의 방대한 캐릭터 설정 자료집. 글로벌 초대형 히트작 [스트리트 파이터 II]부터 이어진 격투게임의 혼을 계승하여 완성된 [스트리트 파이터 V]의 캐릭터 디자인 설정자료들과 역대 캡콤 개발자들의 개발 비화가 공개된다.,"CAPCOM (지은이), 김재훈 (옮긴이)"
9791158463366,하루 한 장 아이패드 드로잉 - 일러스트레이터 보담의 디지털 감성 드로잉 클래스,"다음웹툰에 ‘옥탑빵’을 연재하며 몽글몽글하고 따뜻한 삽화로 우리에게 친숙한 인기 작가 보담의 아이패드 드로잉북이다. 고민 끝에 산 소중한 물건, 재방문하고 싶은 여행지 등 다채로운 그림을 그릴 수 있게 돕는다.",보담(김보람) (지은이)
9791165210410,일렉트론 영웅전 1 (책 + 실험키트) - 모험의 시작,"건전지, LED, 모터, 트랜지스터, 저항기, 태양 전지 같은 전자(electron) 부품들이 주인공인 과학 학습만화이다. 부품들이 서로 손을 잡고 위기를 극복하는 모험 이야기를 통해 각 부품이 가진 특징과 역할을 자연스럽게 이해할 수 있다.","조영선, 한정욱 (지은이), 김우람 (그림), 조용성 (감수)"
9791190314008,"앨런 튜링, 지능에 관하여","컴퓨터 과학과 인공지능의 선구자 앨런 튜링의 주요 논문 다섯 편을 수록했다. 최초의 인공지능 선언문 [지능을 가진 기계](1948), 가장 유명한 [계산 기계와 지능](1950)을 비롯해 모두 인공지능에 관한 논문들이다.","앨런 튜링 (지은이), 노승영 (옮긴이), 곽재식 (해제)"
9788931556148,내레이션 최강 영화 유튜버 고몽의 유튜브 이야기 - 유튜브 영화 채널 1위 200만 구독자 고몽의 유튜브 성공 공식,"유튜브 영화 채널 1위, MBC &lt;탐나는 TV&gt;에 1년 이상 고정 출연 중인 최고의 영화 유튜버 고몽이 자신의 경험담을 엮어 책을 냈다. 유튜브 크리에이터들을 위해 유튜브의 수익 모델과 성장 방법, 어떻게 유튜브를 운영하고 관리할지 등을 집중 조명한다.",김웅현 (지은이)
9788998656881,굿즈 만들기 요럴 땐 요렇게 - 포토샵과 일러스트레이터로 손쉽게 따라 하는,"굿즈를 손쉽게 따라 만들 수 있도록 제작 가이드를 단계별로 꼼꼼하게 알려준다. 22종의 다양한 굿즈를 소개하고 제작 방법과 업체 소개, 주문 방법, 포토샵과 일러스트레이터 프로그램의 노하우까지 모두 담았다.",김진하 (지은이)
9788965402466,"인스타그램, 순간을 남기면 보이는 나 - 평범한 일상이 선물이 되다","평범한 주부였던 사라 태스커가 어떻게 인스타그램을 통해 일상의 아름다움을 포착하고, 더 넓은 커뮤니티를 형성할 수 있었는지 자전적인 이야기와 함께 인스타그램 활용 팁을 담았다. 특별한 날이 아니더라도, 멋진 곳에 가지 않더라도, 우리를 둘러싼 가정과 집 그리고 가족 사이에서 빛나는 순간을 담아내는 노하우를 공개한다.","사라 태스커 (지은이), 임지연 (옮긴이)"
9791160073591,디지털 일러스트 소년 채색 사전,"쉽게 배우는 만화 시리즈. 실력파 일러스트레이터 8인의 소년 캐릭터 일러스트 제작을 채색 기법을 중심으로 설명합니다. ‘애니메이션 채색’, ‘브러시 채색’, ‘수채 채색’, ‘유화 채색’ 등의 기본 채색 방법은 물론이고, 각 일러스트레이터의 개성을 빠짐없이 담았다.","NextCreator 편집부 (지은이), 김재훈 (옮긴이)"
