isbn13,title,description,author
9788969525772,"우리 아이 쑥쑥 크는 유아식 - 초보맘, 워킹맘도 쉽게 만드는 3인 3색 레시피","아이의 건강한 성장을 위해 맛있으면서도 영양이 풍부한 유아식 레시피를 소개했다. 두뇌와 뼈를 튼튼하게 해 주는 메뉴, 비타민과 무기질이 듬뿍 들어 있는 메뉴, 탄단지가 골고루 들어 있는 한 그릇 메뉴 등 아이가 자라는 동안 필요한 영양소를 골고루 담은 메뉴들이다.","김다혜, 오채은, 이지영 (지은이)"
9791158464097,슈가레인 케이크 클래스 - 카페 창업자도 홈베이킹 입문자도 지금 바로 만들 수 있는 케이크 레시피,"누구나 쉽게 따라 할 수 있으면서 최신 트렌드를 반영한 37가지 케이크 레시피가 담겨 있다. 가장 기본이 되는 생크림 케이크부터 최근 유행하는 빅토리아 케이크, 바나나 케이크, 몽블랑 케이크까지 빠짐없이 소개하고 있다.",조한빛 (지은이)
9788960536531,패션 앤 아트,"문화 예술의 최전선에서 활약하는 김영애의 패션과 예술의 관계에 대한 충실한 기록이다. 이 책에는 샤넬, 프라다, 구찌 등 12개의 명품 브랜드와 그 브랜드가 예술과 상호작용하며 영향을 미치고 서로를 자라게 만드는 과정이 펼쳐진다.",김영애 (지은이)
9791138364188,소워니놀이터와 함께 떠나는 띠부띠부 세계여행 - 떼었다 붙였다 하면서 즐기는 종이놀이 도안집 5탄,"떼었다 붙였다 하면서 즐기는 종이놀이 도안집 5탄. 총 10개 나라의 대표 문화를 띠부띠부 도안을 통해 간접적으로 체험해볼 수 있다. 도안을 만들 때 사용하는 도구와 재료의 사용법을 알아보고, 도안을 조립할 때 알아두면 좋은 기호와 소워니놀이터 친구들을 소개한다.",조윤성 (지은이)
9791192512662,레이어드 - 층층이 쌓아올리는 정통 레이어 케이크의 기술,"케이크를 만드는 베이커들, 파티시에들 사이에서 입소문이 난 바로 그 책, 《레이어드》가 출간 7년 만에 한국어로 번역되었다. 이 책은 케이크의 클래식이라 할 수 있는 레이어 케이크의 다채롭고 환상적인 세계로 독자들을 초대한다.","테사 허프 (지은이), 김현희 (옮긴이)"
9791197991868,"그래서 저는 내추럴 와인이 재미있습니다 - 정의할 수 없고, 예상할 수 없는 펑키한 매력","내추럴 와인이 궁금한 모두를 위한 최고의 입문서. 을지로의 힙한 내추럴 와인 바 PER을 운영하는 장경진 작가는 내추럴 와인을 공산품이 아닌 ‘수제 공예품’에 비유한다. 사람, 철학, 자연의 스토리와 함께 마셔야 하는 ‘작품’이라는 것이다.",장경진 (지은이)
9791190635165,정원 디자인 대백과,"정원이 크든 작든 새로 만들든 기존 정원을 변형하든, 어느 상황에서도 적용할 수 있는 방대한 정보가 담겨 있다. 나에게 맞는 정원 스타일을 찾는 것부터 시작해 정원 디자인 프로세스와 기법을 익히고, 정원 구조물을 만들고 식물 심는 요령을 배운다.","크리스 영, 필립 클레이턴, 앤디 클레버리, 제니 헨디, 리처드 스니즈비, 폴 윌리엄스, 앤드류 윌슨 (지은이), 고은주 (옮긴이)"
9791190282970,맛을 보다 - 음식의 맛과 색에 관한 이야기,"음식의 맛과 색에 관한 다양한 이야기들이 가득하다. 본문에서는 맛을 느끼는 원리와 색이 보이는 원리부터, 우리가 음식을 통해 어떠한 색경험을 하는지, 인류는 이를 어떻게 이용하고 발전시켰왔는지, 또 현재에는 어떻게 활용하고 있는지까지 색과 음식과 인간에 관한 다채롭고 풍성한 이야기를 재미있게 풀어낸다.",이상명 (지은이)
9791160079999,털실타래 Vol.6 (2023년 겨울호),"〈털실타래〉는 현재 전 세계에서 큰 사랑을 받고 있는 최고의 뜨개 & 핸드메이드 잡지다. 이번에 출간되는 &lt;털실타래 Vol.6&gt;의 주제는 왠지 모르게 그리움을 자아내는 ‘노스탤지어 요크’로, 클래식하면서도 트렌디한 니트를 소개한다.","일본보그사 (지은이), 김보미, 김수연, 남가영, 배혜영 (옮긴이)"
9788934917748,백종원의 우리술 - 우리술을 알고 빚고 즐기며 떠나는 전국방방곡곡 성지술례,전국 방방곡곡에서 만난 100년 전통의 양조장부터 신생양조장까지 각자의 자리에서 ‘우리술’을 위해 묵묵히 최선을 다하는 양조장 39곳과 누룩과 효모를 만드는 5곳을 소개한다. 양조인들의 생생한 목소리를 들으며 그들이 만든 다채롭고 매력적인 술도 보여준다.,백종원 (지은이)
