isbn13,title,description,author
9791169812085,츠츠츠츠,"2020년 출간되어 많은 사랑을 받고 있는 작품, 『이파라파냐무냐무』의 다음을 잇는 이야기로, 이야기의 주 무대는 털숭숭이가 사는 섬이다. 털숭숭이의 집은 어디일까? 궁금했던 독자라면, 이번 신작에서 한층 스펙터클한 이야기와 함께 속속들이 확인할 수 있다.",이지은 (지은이)
9791168230606,춤을 추었어,모리스 라벨의 음악 '볼레로 Bol&#233;ro'의 구성에 맞춰 아이의 춤과 같은 여정을 그린 이수지 작가의 그림책이다. 책의 배경 음악이 되는 &lt;볼레로&gt;는 영화 음악감독이자 현재 이날치로 활동 중인 장영규 음악감독이 편곡을 맡아 음악을 따라 이야기의 흐름을 자연스럽게 느낄 수 있게 했다.,이수지 (지은이)
9788901281803,판판판 포피포피 판판판,"어느 날, 워렌은 숲에서 판을 발견한다. 판은 피리를 불고자 노력하지만 피리에서는 아무 소리도 나지 않는다. 화가 난 자연의 신 판은 혼돈을 일으키는 무시무시한 용으로 변하는데….","제레미 모로 (지은이), 이나무 (옮긴이)"
9791161726755,"숀 탠, 한 예술가의 스케치","《빨간 나무》, 《매미》, 《여름의 규칙》, 《이너 시티 이야기》, 《잃어버린 것》, 《먼 곳에서 온 이야기들》, 《도착》 등을 통해 전 세계 독자들의 마음을 사로잡은 작가 숀 탠의 창작 과정을 엿볼 수 있는 책 《숀 탠, 한 예술가의 스케치》가 출간되었다.","숀 탠 (지은이), 김경연 (옮긴이)"
9791169812023,당신을 측정해 드립니다,"측정은 값을 구하는 도구다. 측정은 세상의 모든 것을 관찰하여 숫자로 드러낸다. 측정은 숫자로, 숫자는 데이터로 변환되어 일상 속에서 쉽게 확인할 수 있다. 현대 사회에서 측정은 생활의 편리를 위한 유용한 도구로만 쓰이는 걸까?",권정민 (지은이)
9791170820628,어떤 토끼,"한 번쯤 사랑에 빠져보았을, 또는 사랑에 아파 보았거나, 사랑에 푹 빠진 순수한 마음에 관한 이야기이다. 온 우주를 돌아도 지금 눈앞에 있는 멋진 토끼보다 더 멋진 토끼를 만날 수 없을 것 같은 어떤 토끼의 마음은, 사랑을 담기 위해, 상대를 닮기 위해 애썼던 이의 마음이다.",고정순 (지은이)
9791158364601,기억나요? - 2024 글로벌 혼북상 대상 수상작,2024년 한스 크리스티안 안데르센상을 수상하며 아동 문학계에 잔잔한 파문을 일으킨 우리 시대 젊은 거장 시드니 스미스의 그림책. 아이와 엄마는 침대에 누워 지난 추억을 하나둘 끄집어낸다.,"시드니 스미스 (지은이), 김지은 (옮긴이)"
9788943316976,요구르트는 친구가 필요해,오늘은 요구르트에 무얼 넣어 먹을까? 달콤한 바나나? 새콤한 사과? 바삭한 시리얼? 이렇게 토핑을 고르는 일도 아기에겐 오감을 동원한 즐거운 놀이이자 자연스러운 배움의 순간이 된다.,박지윤 (지은이)
9788936429232,당근 할머니,"한국 그림책의 빛나는 감수성, 안녕달의 열한 번째 그림책 『당근 할머니』가 출간되었다. 돼지 손주가 시골에 사는 토끼 할머니와 함께 보내는 평화롭고도 유쾌한 하루를 담았다. 할머니의 넉넉한 손길로 오동통하게 자라난 동식물과 활기찬 오일장의 풍경이 생생하다.",안녕달 (지은이)
9791192655710,생각에 생각을,"국립중앙박물관 사유의 방의 ‘반가사유상’에서 영감을 얻은 이야기로, 그림책작가 프로젝트 ‘바캉스’에서 출간된 작품을 새로운 에디션으로 재해석한 작품입니다.",정진호 (지은이)
9791165883362,강을 따라서,일 년 열두 달 아름다운 숲의 모습을 담아낸 『숲의 시간』의 후속작이다. 강을 따라 바다에 이르는 생쥐의 여정을 운율감 있는 문체와 섬세하고 부드러운 수채화로 담아냈다. 전작에서 시시각각 달라지는 숲의 사계절을 그려냈다면 이번에는 강에서 바다에 이르는 생쥐의 여행을 따라 다채로운 동식물과 아름다운 풍경을 만나볼 수 있다.,"윌리엄 스노우 (지은이), 앨리스 멜빈 (그림), 이순영 (옮긴이), 김산하 (감수)"
9791193366042,거미와 농부,"현직 농부가 직접 쓰고 그린, 거미와 농부가 함께 살게 된 사연. “더러워!” 거침없는 빗자루질과 비처럼 쏟아져 내리는 농약을 피한 거미는 한 친환경 토마토 농장에 다다르게 된다. 토마토 줄기 사이에 열심히 집을 지어보지만, 일하느라 바쁜 농부와 신나게 뛰어노는 아이로 인해 번번이 집이 망가지고 만다. 과연 농부와 거미는 함께 살아갈 수 있을까?",안혜경 (지은이)
9791168417953,마리들의 아주 거대하고 어마어마한 이야기,"19세기 실화를 바탕으로 쓰인 로라 시모나티의 천재적인 데뷔작. 볼로냐 라가치상을 수상하였다. 밤색, 진녹색, 분홍색으로 만들어 낸 놀랍도록 다이내믹한 그림의 개성과 이야기의 재미가 특히 새롭고 매력적인 그림책이다.","로라 시모나티 (지은이), 정혜경 (옮긴이)"
9791165883607,달과 지구가 다툰 날,"어느 날 달과 지구가 다퉜다. 자그마치 45억 년 동안 지구 곁에 있던 달은 짐을 싸서 여행을 떠난다. 흥미진진한 달의 여행을 따라가다 보면, 태양계 행성들의 특징과 위성의 개수, 달과 지구가 공존하는 이유까지도 알 수 있다.","데이비드 더프 (지은이), 노에미 볼라 (그림), 강미숙 (옮긴이)"
9791193207413,나무야 나무야,"소원우리숲그림책 16권. 어느 깜깜한 밤, 태어난 아기 나무가 숲을 아우르는 큰 나무로 성장하기까지의 과정을 서정적이고 아름답게 담아낸 국내창작그림책이다. 아기 나무가 자신이 혼자서는 살아갈 수 없는 존재임을 깨닫고 물의 노랫소리를 따라, 뿌리에 집중하여 큰 나무로 성장해 가는 모습을 보여 주고 있다.",김지영 (지은이)
9791198610621,장수탕 선녀님,"열탕처럼 후~끈하고 냉탕처럼 시-원한 본격 목욕탕 판타지 그림책. 덕지가 사는 동네에는 아주아주 오래된 목욕탕이 있다. 큰 길가에는 새로 생긴 스파랜드도 있지만, 엄마는 오늘도 변함없이 장수탕이다. 덕지는 엄마가 뭐라건 ‘일단 좀 놀아야겠다’며 냉탕으로 냉큼 달려간다.",백희나 (지은이)
9788962194654,"킨츠기 - 2024년 볼로냐 라가치상 대상작, 2024년 학교도서관저널 추천도서, 2024년 이탈리아 프레미오 안데르센상, 2024년 디픽터스가 뽑은 전 세계 눈에 띄는 그림책100권",2024년 볼로냐 라가치상 대상 수상작. 2024년 ‘전 세계의 눈에 띄는 그림책 100권’. 인간의 영혼을 위로하는 이사 와타나베 작가의 그림책이다. 어둠 속에서 다시 길을 찾아 나아가는 희망의 여정. “가장 소중한 것들이 산산조각날 수 있어요. 하지만 고칠 수 있습니다.”,"이사 와타나베 (지은이), 황연재 (옮긴이)"
9788932042657,하늘에서 떨어진 아이,"더 이상 금기시되는 단어가 아닌 입양, 그 가족의 모습을 정면으로 응시해 바라보게 한다. 가정의 울타리 안에서 평온하게 지내던 아이는 자라면서 점점 주위를 의식하게 된다. 사람들의 수군거림과 경계의 눈빛을 아이도 알아챈다. 그 시선은 끈질기고 무례하다.","전미화 (지은이), 조원희 (그림)"
9791169811910,풀벌레그림꿈,"휘몰아치는 리듬이 일품인『호랭떡집』으로 2024년 봄, 볼로냐국제아동도서전 코믹스부문 라가치상을 수상한 서현 작가는, 이번 작품에서 분위기가 사뭇 다른 새로운 이야기를 풀어놓다. 작은 풀벌레가 차 한 잔 드는 간소한 그림 한 점에도 시선이 오래 머무른다.",서현 (지은이)
9791165735043,개욕탕,"바람그림책 153권. 사람들이 곤히 잠든 밤, 잠 못 든 개들이 개욕탕을 찾아왔다. 저마다 기분 나쁜 얼굴을 하고 있었다. 사람들이 ‘개’를 붙여 욕하는 소리를 들은 개, 못생겼다고 놀림 받은 개, 늙은 게 서러운 개도 있었다. 개들은 나쁘고, 화나고, 슬픈 감정을 안고 욕탕 안으로 들어갔는데….","김유 (지은이), 소복이 (그림)"
