isbn13,title,description,author
9791171712373,전지적 루이&후이 시점 (양장본) - 쌍둥이 아기 판다의 슬기로운 도전 빛나는 시작,에버랜드 판다월드에 찾아온 또 다른 기적 루이바오와 후이바오의 탄생과 성장의 스토리를 담은 포토에세이가 출간된다. 《전지적 푸바오 시점》으로 행복을 주는 보물 푸바오와 함께한 기억을 전한 작은할부지 송바오(송영관 주키퍼)가 이번 《전지적 루이&후이 시점》에도 함께한다.,"송영관(에버랜드 동물원) (지은이), 송영관(에버랜드 동물원), 류정훈(에버랜드 커뮤니케이션 그룹) (사진)"
9788934917847,곤충은 남의 밥상을 넘보지 않는다 - 손톱만 한 작은 짐승과 30년간 한솥밥 먹은 곤충학자의 에세이,"꽃이 좋아 꽃구경하러 다니다 그만 꽃 속에 사는 곤충에 홀려 나이 마흔에 곤충학자의 길을 걷기 시작한 정부희 박사. 그가 겪었던 진솔한 삶의 에피소드와 소탈한 단상, 그리고 경이롭고도 고달픈 곤충의 생을 들여다보는 매혹적인 에세이다.",정부희 (지은이)
9791169518819,거미를 찾다 - 제75회 요미우리 문학상 수필·기행상 수상작,"2015년 『사라바』로 나오키상을 수상하며 소설가로서의 입지를 공고히 다진 작가, 니시 가나코가 캐나다에서 유방암을 발견하고 치료하기까지 약 8개월의 시간을 담은 에세이를 발간했다.","니시 가나코 (지은이), 김현화 (옮긴이)"
9791190007429,"셀프 러브 클럽 - 기억해 둬, 너는 꽤 괜찮은 존재라는 걸","뉴욕에서 일러스트레이터이자 벽화가, 만화가로 활동 중인 이혜수 작가의 유쾌하고 솔직하고 발칙한 '자기 돌봄' 카툰 에세이. 요즘 들어 자신이 자꾸 초라하게 느껴지나? 자랑할 만큼 근사한 연휴를 보내고 싶은데, 낮잠만 자 버려서 자괴감이 드나? 자, 당신을 『셀프 러브 클럽』으로 초대한다.","이혜수 (지은이), 노지양 (옮긴이)"
9788901286372,들풀의 구원 - 부서진 땅에서도 왕성하게 자라난 희망에 관하여,영국의 시인 빅토리아 베넷의 아름다운 들풀 에세이 『들풀의 구원』이 한국의 독자들을 찾아왔다. 무명 시인인 그가 야생 정원을 가꾸면서 언니의 죽음과 아들의 지병 등 피할 수 없는 상실과 고통을 자연의 생명력으로 바꿔나간 10년의 기록을  선연하게 그려낸 에세이다.,"빅토리아 베넷 (지은이), 김명남 (옮긴이)"
9791193584545,오늘도 여행처럼 살기로 했다 - 유럽에서 만난 빛나는 장면들,"한참을 걷고 또 걷다가 문득 뒤를 돌아보고 싶은 순간이 있다. 그때 돌아서 보는 풍경은 거짓말처럼 모두 아름다웠다. 인생을 살면서 항상 내 선택이 후회 없는 결정이기를 기도하는데, 그중 가장 자신 있게 이야기할 수 있는 선택은 여행이었다.",박재신(시니플) (지은이)
9791191484250,나는 가장 슬픈 순간에 사랑을 생각한다 - 행복을 말하기 힘든 삶일지라도 계속 살아갈 이유가 되는 것들,"작가가 경비 일을 시작한 2021년 1월부터 2024년 4월까지의 트윗을 모았다. 작가의 트윗 밑에는 슬픔이 깔려 있지만, 그 슬픔은 삶에 대한 긍정으로 이어진다. 저 멀리 존재하는지 알 수 없는 성공과 행복에 대한 집착을 내려놓고 현재의 기쁨과 감동에 충실한다. 그 이야기를 몇 가지 주제로 나누었다.",새벽부터 (지은이)
9788934920892,가벼운 고백 - 김영민 단문집,"무겁기도 가볍기도 한 삶에서 완전한 희망에도 절망에도 치우치지 않고 절묘한 통찰을 끌어내는 우리 시대의 문장가, 서울대 김영민 교수의 아포리즘집. 2007년부터 2024년까지 무려 17년간 써내려간 문장을 선별해 엮은 단문 365편이 담겼다.",김영민 (지은이)
9791171712304,무정형의 삶 (양장) - 김민철 파리 산문집,"22년째 한결같은 마음으로 사랑하고 있는 작가의 최애 도시 파리에 두 달간 머물면서 쓴 이야기다. 특별한 바람과 빛, 소리가 있고 감촉이 있던 풍경, 그곳에만 존재했던 것들이 입체적이고 선명하게 작가의 렌즈를 통해 전달되어 여행의 설렘을 가득 느낄 수 있는 책이다.",김민철 (지은이)
9791198585103,떠오르는 숨 - 해양 포유류의 흑인 페미니즘 수업,알렉시스 폴린 검스의 책이 한국에 처음 소개된다. 출판사 접촉면의 첫 책인 『떠오르는 숨: 해양 포유류의 흑인 페미니즘 수업』은 흑인 퀴어 페미니스트인 저자가 해양 포유류로부터 흑인을 포함한 인간종의 생존을 모색하는 책이다.,"알렉시스 폴린 검스 (지은이), 김보영 (옮긴이)"
9791193739075,엄마만의 방,콘텐츠 창작 플랫폼 「투비컨티뉴드」 누적 조회수 17만 회에 달하는 김그래의 연재 만화가 미공개 에피소드와 에세이를 추가해 『엄마만의 방』(유유히)으로 정식 출간되었다. 차분한 그림체와 몽글몽글 위로가 되는 일상의 이야기들을 주로 그려온 김그래의 이번 책은 자신의 이야기가 아니라 엄마의 삶을 바라보는 딸의 입장에서 묵묵하고도 세심한 시선으로 그려나간다.,김그래 (지은이)
