isbn13,title,description,author
9791193821350,만화 인소의 법칙 7,"담력 시험으로 찾은 폐교에서 ‘다른 세계’를 마주하게 되는 단이와 주인. 두 사람은 기지를 발휘해 친구들의 곁으로 돌아오게 되고, 그 과정에서 처음으로 서로를 향한 진심을 털어놓는다.","아현 (지은이), 유한려 (원작)"
9791193821381,만화 인소의 법칙 7 (한정판) - 유천영 학생증 + 캐릭터 키링 시리즈6 이루다 + SD 스티커 2매 + 엽서 4종,"담력 시험으로 찾은 폐교에서 ‘다른 세계’를 마주하게 되는 단이와 주인. 두 사람은 기지를 발휘해 친구들의 곁으로 돌아오게 되고, 그 과정에서 처음으로 서로를 향한 진심을 털어놓는다.","아현 (지은이), 유한려 (원작)"
9791141606800,남남 6 - 완결,은미는 오래된 연인 진홍과의 관계가 위태롭다. 동거도 결혼도 아닌 중년의 연애는 어떤 모습이어야 할까. 하물며 갱년기가 온 진홍과 돌연 고향으로 내려간 절친 미정까지. 나이가 들면 안정적인 생활을 하게 될 줄 알았는데...,정영롱 (지은이)
9791141606794,남남 5,동네친구 한결에게 미묘한 감정을 느낀 진희는 본격적으로 대시를 시작하는 한결에게 카운터 펀치를 맞고 정신을 못 차린다. 한 번도 친구에서 연인이 되어본 적이 없었던 진희지만 한결과 연인이 되기로 결심한다.,정영롱 (지은이)
9791171251247,백귀야행 30,"리쓰와 마찬가지로 이(異)세계의 것을 볼 수 있는 리쓰의 친척, 사카모토 카이에게 요마들이 접근한다. 형, 엄마, 아빠를 언급하며 제각기 다른 조언을 하는 요마들에 카이는 누구의 말을 믿어야 할지 알 수 없다. 한편, 리쓰의 대학교로 한 여성이 찾아온다. 그녀에게는 중학교 때부터 곁을 지켜 주던 존재가 있었는데….","이마 이치코 (지은이), 한나리 (옮긴이)"
9791196883782,반장으로서의 책임과 의무 4 - 수학여행은 재밌었니?,"경주로 떠난 수학여행 이야기가 이어진다. 수학여행까지 와서 반장의 역할로 분주한 아랑, 승호와 아랑의 관계를 오해해 마음이 복잡한 연두, 그런 아랑과 연두의 기분을 챙기며 마음 졸이는 은이. 세 친구 사이에 설명하기 어려운 긴장감이 감돈다.",수신지 (지은이)
9791127553821,킹스메이커 트리플 크라운 10 - 완결,루벤이 황태후를 사랑하여 황태후가 진행하는 세계 횡단 출항에 함께 떠나게 된다. 마탑에서 심부름꾼으로 일하는 우연이 자꾸만 신경쓰였던 마탑주는 우연에게 접근하며 둘이 한층 가까워지는데...,"하가, 강지영 (지은이)"
9791127553814,킹스메이커 트리플 크라운 9,니세포르 백작가의 로토르는 라이레오 후작가의 로젤리아와 혈연관계인데 로토르가 로젤리아를 탐탁하게 여기지 않아 사사건건 시비가 붙는다. 그 둘의 싸움을 멈추게 하기 위해 볼프강과 신수혁이 계책을 꾸미고 그 작전이 성공하여 둘은 서로를 조금 이해한다.,"하가, 강지영 (지은이)"
9791127553807,킹스메이커 트리플 크라운 8,"마법의 힘으로 황태녀인 엡실론 탄생하였다. 황제가 되기엔 부족한 조건(딸, 非금발 등)을 가진 황태녀가 여러 일을 겪으며 '차별받는 자'들을 위해 왕이 되고자 결심한다. 골든레너드는 체와크리홀 연합과 공식적으로 동맹을 맺어 무역 제한을 해제하였는데...","하가, 강지영 (지은이)"
9791193344057,76번째 여름날의 무지개,"슬픔, 사랑, 좋은 이웃들, 그리고 상실 이후의 용기에 대해 활기차게 그리고 로맨틱하게 이야기한다. 이 책은 클로짓 성소수자의 삶, 그리고 노년이 자신의 삶을 살아가는 일에 대하여 구체적으로 제시한다.","비테 안데숀 (지은이), 이유진 (옮긴이)"
