isbn13,title,description,author
9791196883782,반장으로서의 책임과 의무 4 - 수학여행은 재밌었니?,"경주로 떠난 수학여행 이야기가 이어진다. 수학여행까지 와서 반장의 역할로 분주한 아랑, 승호와 아랑의 관계를 오해해 마음이 복잡한 연두, 그런 아랑과 연두의 기분을 챙기며 마음 졸이는 은이. 세 친구 사이에 설명하기 어려운 긴장감이 감돈다.",수신지 (지은이)
9791192836720,파도의 아이들,"나쓰메 소세키, 다자이 오사무 등 일본문학 걸작들을 옮기며 신뢰받는 번역가이자 에세이스트로 널리 사랑받아 온 정수윤의 첫 장편소설. 세 명의 10대 주인공 ‘설’, ‘광민’, ‘여름’이 북한의 고향을 떠나 새로운 삶을 찾기까지의 여정을 그렸다.",정수윤 (지은이)
9791193024751,여름을 달려 너에게 점프!,젊은 영화감독 3인의 생애 첫 소설이자 10대 청소년들의 명랑하고 싱그러운 사랑을 꾹꾹 눌러 담은 여름 맛 소설집이다. 세 명의 작가는 영화적 구성에 탄탄한 문장을 더해 애틋하면서도 청량감 있는 하이틴 로맨스를 선보인다.,"정은경, 이동은, 오세연 (지은이)"
9791141600945,네가 되어 줄게,예민한 눈으로 개인과 사회를 응시해 온 작가 조남주. 그가 『귤의 맛』에 이은 두 번째 청소년소설 『네가 되어 줄게』를 출간했다. 4년 만이다. 이번 작품에선 ‘별스러운 일’이 몰고 온 엄마와 딸의 인생 2악장 조바꿈을 그렸다.,조남주 (지은이)
9791168341906,셰이커,제12회 창비청소년문학상을 수상하며 40만 독자의 뜨거운 사랑을 받은 《페인트》 작가 이희영이 처음으로 선보이는 타임슬립 판타지 《셰이커》로 돌아왔다. 소설은 13년을 거슬러 갑자기 열아홉이 된 ‘나우’가 당시 사고로 목숨을 잃은 친구를 구하면 지금 자신의 여자친구를 잃을지 모르는 상황에 놓이며 시작된다.,이희영 (지은이)
9791192444925,잡초학자의 아웃사이더 인생 수업 - 젊은 민들레들을 향한 한 식물학자의 힘찬 응원가,"생명의 개성에 얽힌 비밀과 생물 진화에 관한 다양한 이야기들을 통해 ‘있는 그대로의 자신으로 존재하는 것의 소중함’을 알려주는 가슴 따뜻한 과학 에세이다. 이 책은 2021년 일본 국립, 사립 중학교 입시에서 문제 지문으로 가장 많이 인용된 바 있다.","이나가키 히데히로 (지은이), 정문주 (옮긴이)"
9791168102552,학교 폭력에 관한 모든 질문 - 괴롭힘은 무엇이고 어떻게 줄일 수 있을까?,"괴롭힘의 뿌리부터 현재 양상까지 알차게 다룬다. 학생, 양육자, 학교 상담사, 보건 교사, 교장, 교사, 교육자, 심리 상담사 등 학교 내 괴롭힘을 끝내고 싶은 모든 이에게 요긴한 지침서이자 기본서가 되어 줄 것이다.","에마뉘엘 피케 (지은이), 장한라 (옮긴이)"
9788936457259,율의 시선,『완득이』 『위저드 베이커리』 『페인트』 등 생생한 청소년의 현실을 담으며 꾸준한 사랑을 받아 온 창비청소년문학상이 반짝이는 신예 작가의 새 소설을 선보인다. “마지막 장을 넘긴 뒤에도 잔상이 남을 정도로 인상적이다.”라는 청소년심사단의 찬사와 함께 압도적인 지지를 받으며 수상작으로 선정된 김민서 장편소설 『율의 시선』이다.,김민서 (지은이)
9791171711871,퍼플젤리의 유통 기한,퍼플젤리의 팬인 다빈과 태희를 통해 좋아하는 마음의 여러가지 모양을 들여다본다. 다빈과 태희는 모두 퍼플젤리의 막내 멤버 엘리의 팬이지만 자세히 보면 미묘하게 다른 빛을 띠고 있다. 둘은 서로를 통해 누군가를 좋아하는 마음에도 여러 갈래의 스펙트럼이 있다는 사실을 알게 된다.,박서련 (지은이)
9788958208822,청소년을 위한 과학혁명 - 과학이 탄생하는 순간들,"복잡한 과학혁명기 사건 전체를 요약하기보다는 특히 지동설혁명을 이끈 인물들에 집중하고 있다.  지동설혁명에서 중요한 역할을 해낸 코페르니쿠스, 케플러, 갈릴레이, 뉴턴 등의 생애와 업적을 살펴보는 일은 과학혁명을 생생히 이해할 수 있게 해준다.",남영 (지은이)
9791161729152,맞춤법에 진심인 편 - 자꾸 틀리고 헷갈리는 필수 표현 100가지,제대로 알고 싶지만 어렵게만 느껴지는 맞춤법을 누구나 공감하는 일상 속 상황들로 재미있고 명쾌하게 정리해 주는 책이다. 35만 구독자를 보유한 유튜버이자 대치동 국어 강사로 활동했던 저자는 자신만의 기발한 맞춤법 공식을 이 책에 담았다.,"차민진(밍찌) (지은이), 이혜원 (그림)"
9791167552419,왜 우리는 쉽게 잊고 비슷한 일은 반복될까요? - 기억하는 사람과 책임감 있는 사회에 관하여,"일상적 재난의 시대, 안전한 삶과 세계를 위해 ‘사회적 기억’의 의미를 깊이 그리고 기꺼이 탐색하는 책이 출간되었다. 이 책은 여기에 있었으나 돌아오지 못한 무수한 이들, 재난이 앗아간 무고한 이름들에 노란 리본을 다는 마음으로 우리 사회의 ‘안녕’을 다시 묻는다.",노명우 (지은이)
9788949187365,하리하라의 과학 배틀 - 청소년을 위한 11가지 과학 토론,"우리나라를 대표하는 과학 커뮤니케이터, 하리하라 이은희 작가의 『하리하라의 과학 배틀』이 출간되었다. 과학을 친숙하게 알려온 저자가, 청소년의 과학적 사고력을 위해 이번에 꺼내 든 카드는 바로 ‘과학 토론’이다.","이은희 (지은이), 구희 (그림), 서강선 (정리)"
9791165702496,고백루프,"한겨레문학상, 문학동네 젊은작가상, 이상문학상을 받으며 믿고 보는 작가로 사랑받아 온 박서련의 첫 청소년소설집이다. 박서련 고유의 활달한 상상력과 언어로 청소년 독자를 다채로운 세계로 이끈다.",박서련 (지은이)
9788954625494,나는 복어,"『훌훌』로 제12회 문학동네청소년문학상 대상과 제14회 권정생문학상을 수상하며 문학적 성취를 이룬 문경민의 신작 『나는 복어』가 출간되었다. 『나는 복어』는 ‘청산가리’라 불리는 두현이 마음 한구석에 덮어 두었던 어두운 과거를 마주하고, 앞을 향해 걸어 나가는 이야기다.",문경민 (지은이)
9791167902504,페이스,"당대 한국문학의 가장 현대적이면서도 첨예한 작가들과 함께하는 &lt;현대문학 핀 장르&gt; 시리즈의 세 번째 책, 이희영 작가의 『페이스』가 출간되었다. 월간 『현대문학』 2023년 9월호에 실렸던 동명의 중편소설을 개작한 『페이스』는, 태어나서 단 한 번도 자신의 얼굴을 본 적 없는 인물의 시선을 통해 외양 너머 보이지 않는 자아의 세계를 그려낸 작품이다.",이희영 (지은이)
9788949123554,기억 전달자 - 30만 부 기념 개정판,2007년 국내에 출간된 후 17년 동안 스테디셀러로 사랑받으며 청소년이 꼭 읽어야 할 현대 고전 SF로 자리 잡은 로이스 로리의 소설 『기억 전달자』가 국내 누적 판매 30만 부를 기념해 개정판으로 출간되었다.,"로이스 로리 (지은이), 장은수 (옮긴이)"
