isbn13,title,description,author
9791193154250,"메리와 메리 - 메리 울스턴크래프트와 메리 셸리, 열정과 창조의 두 영혼",정치적·문화적 격변기였던 18~19세기 낭만주의 시대 영국에는 ‘메리’라는 이름을 가진 담대한 두 여성이 있었다. 어머니 메리와 딸 메리가 삶을 공유한 시간은 고작 열흘이었다. 딸을 출산한 지 2주도 채 되지 않아 어머니는 산욕열로 세상을 떠났다. 하지만 또 다른 놀라운 여성의 삶이 이제 막 시작되고 있었다.,"샬럿 고든 (지은이), 이미애 (옮긴이)"
9791190292245,이스라엘의 가자 학살,"전 세계가 지켜보고 있음에도 태연히 집단 학살을 벌이고 있는 이스라엘이 무엇을 원하는지, 이번 학살 전쟁이 어떻게 전개되었고 앞으로 어떤 방향으로 나아갈지, 팔레스타인의 해방을 위해 어떤 노력이 필요한지를 분석하려는 시도다.","질베르 아슈카르 (지은이), 팔레스타인 평화 연대 (옮긴이)"
9788936480165,풀 - 기억해야 할 일본군 ‘위안부’의 역사,한국 최초 ‘만화계의 아카데미상’ 하비상 수상작. 일본군 ‘위안부’ 피해자 이옥선 할머니의 생애를 그린 만화다.,김금숙 (지은이)
9791197145674,영화의 역사 - 운동과 시간을 눈앞으로 당겨온 역사 ‘첫 번째 발자국’ 19C~1927,"우리가 쉽게 찾아볼 수 있는 영화사나 영화 서적들은 미학과 연출을 중심으로 작품의 서사를 해석하고 연대별로 분류하는 것에 치우쳐 있다. 이 책은 ‘움직임’에서 역사를 다시 시작한다. 그래서 영화사에서 언제나 미학 뒤에 감춰져 있던 과학과 철학, 돈과 산업, 시장과 노동자를 영화의 역사에 당당히 불러낸다.",김성태 (지은이)
9791193154182,광기와 천재 - 루소부터 히틀러까지 문제적 열정의 내면 풍경,"루소, 푸코, 비트겐슈타인, 카프카, 히틀러…… 이 책이 들여다보는 인간들은 모순과 역설을 지닌 문제적 인간들이다. 제어할 길 없는 삶의 충동에 떠밀려 사유와 행동의 극한에 섰던 인간들이다. 저자는 자신을 한계상황까지 밀어붙이고 그럼으로써 삶의 모순을 스스로 드러내 보였던 광기 어린 천재 여덟 명의 내면 세계를 추적한다.",고명섭 (지은이)
9791198123121,메소드 : 20세기를 지배한 연기 테크닉 - 20세기를 지배한 연기 테크닉,"놀랍고 변화무쌍하며 혼란스럽고 논쟁적인 연기 테크닉 메소드의 역사를 다룬 책. 러시아 혁명 이전의 러시아에서 시작된 연기 철학이 어떻게 미국으로 건너왔고, 브로드웨이와 할리우드를 점령하며 미국 연기에 새로운 전기를 마련했는가를 주제로 다룬다.","아이작 버틀러 (지은이), 윤철희 (옮긴이), 전종혁 (감수)"
9791192988382,"월드뮤직 도슨트 - 그리스에서 아르헨티나까지 플라멩코에서 보사노바까지, 당신이 몰랐던 세상의 모든 음악, 2023 우수출판콘텐츠 선정작","역사로 음악을 바라보고, 다시 음악으로 역사를 통찰한다. 서울대학교와 UCLA에서 음악학을 전공하고, 세계 음악의 용광로 LA에서 비-서구인의 관점에서 음악의 세계지도를 그려온 유영민의 월드뮤직 이야기.",유영민 (지은이)
9791169090780,갑골문자 - 중국의 시간을 찾아서,"역사 이래 모든 것이 빠르게 변화해온 아시아의 초강대국 중국. 이곳을 찾은 미국인 저널리스트 피터 헤슬러는 마을과 거리의 평범한 사람들을 통해 급변하는 중국의 인간적 측면을 생각한다. 고대와 현재, 동양과 서양을 우아하게 오가는 이 책은 우리 눈앞에서 중대한 변혁을 겪고 있는 거대 제국의 영혼을 펼쳐 보인다.","피터 헤슬러 (지은이), 조성환, 조재희 (옮긴이)"
9791190186339,화석 자본 - 증기력의 발흥과 지구온난화의 기원,"화석연료 체제와 자본주의 사이의 관계를 밝히는 작업으로 기후변화에 관한 논의를 이끌어 온 환경 사상가이자 기후 활동가 안드레아스 말름의 첫 번째 저작이다. 이 책은 2016년 출간된 후 많은 논쟁을 불러일으켰으며, 그해 아이작 도이처 기념상을 수상했다.","안드레아스 말름 (지은이), 위대현 (옮긴이)"
9791169091732,이탈리아의 빌라와 그 정원,"『이디스 워턴의 이탈리아의 빌라와 그 정원』(1904)이 출간된지 120년 만에 한국어로 번역되어 출간되었다. 이탈리아 정원뿐 아니라 서양 정원에 관한 최고의 고전 중 하나로 손꼽히며, 출간된 지 120년이 지났지만 여전히 사랑받고 있다.","이디스 워튼 (지은이), 맥스필드 패리시 (그림), 김동훈 (옮긴이)"
