isbn13,title,description,author
9788946422728,진짜 나를 찾아라 - 법정 스님 미공개 강연록,"법정 스님이 1994년 ‘마음을, 세상을, 자연을 맑고 향기롭게’라는 실천 덕목으로 만든 사단법인 ‘맑고 향기롭게’가 2024년 올해로 30주년이 된다. 이를 기념하기 위해, 1970년대 후반부터 2000년대 초반까지 부산, 춘천, 대구, 창원, 광주, 청도 등 전국 각지에서 법정 스님이 펼친 강연을 글로 풀어낸 것이 이 책 『진짜 나를 찾아라』이다.",법정 (지은이)
9788991428683,소피의 행복한 미술 이야기,"누구나 쉽고 재미있게 ‘보고’ ‘읽을’ 수 있는 서양미술사이다. 선사시대의 동굴벽화에서부터 피카소에 이르기까지 서양미술의 걸작은 물론, 많이 알려져 있지 않지만 결코 빼놓을 수 없는 작품들을 함께 소개하고 있다.
",박혜원 (지은이)
9791188594283,공 : 비우고 붓다,"한국 불화의 전통적인 작업 방식으로 완성한 그림에, 불교 경전 중 가장 대중적이라 여겨지는 『법구경』의 주요 구절들을 결합한 아트북이다. 종교적인 관점에서 벗어나 한국 고유의 아름답고 독특한 문화로 소개하고 그것을 한 권의 책으로 만나 볼 수 있도록 하였다.",이정영 (지은이)
9791192988337,"예루살렘의 역사 - 인류 절반의 영적 수도, 예루살렘을 거쳐 간 4000년 세계사","프랑스 최고의 역사학자 뱅상 르미르가 들려주는 아주 특별한 세계사다. 지난 25년간의 연구를 바탕으로, 예루살렘을 거쳐 간 4000년 인류 역사를 극적으로 재구성했다. 전 세계 역사와 종교와 정치와 문명이 충돌하는 최전선인, 아주 특별한 장소의 연대기라고도 할 수 있다.","뱅상 르미르 (지은이), 크리스토프 고티에 (그림), 장한라 (옮긴이)"
9791192997049,아소까대왕 3 - 정찬주 장편소설,"한국과 인도가 수교를 맺은 지 50주년이 되는 해. 반세기 동안 이어진 문화적·경제적 교류를 자축하고 앞으로의 상생을 도모하는 이 시기에, 양국 모두에게 매우 뜻깊은 책이 출간되었다.",정찬주 (지은이)
9791192997032,아소까대왕 2 - 정찬주 장편소설,"한국과 인도가 수교를 맺은 지 50주년이 되는 해. 반세기 동안 이어진 문화적·경제적 교류를 자축하고 앞으로의 상생을 도모하는 이 시기에, 양국 모두에게 매우 뜻깊은 책이 출간되었다.",정찬주 (지은이)
9791192997025,아소까대왕 1 - 정찬주 장편소설,"한국과 인도가 수교를 맺은 지 50주년이 되는 해. 반세기 동안 이어진 문화적·경제적 교류를 자축하고 앞으로의 상생을 도모하는 이 시기에, 양국 모두에게 매우 뜻깊은 책이 출간되었다.",정찬주 (지은이)
9791160078084,타로 상징 사전 - 56가지 덱으로 알아보는 타로의 역사와 상징,"타로의 역사나 각 카드의 이름과 의미, 스프레드 방법, 해석 방법 등에 대한 실용적인 지침뿐만 아니라, 타로를 가득 채우고 스며든 이야기와 비밀, 상징과 모험에 대한 책이며, 이를 마주한 모든 이들의 유산 또한 다룬다.","사라 바틀렛 (지은이), 윤태이 (옮긴이)"
9791191509021,골든타로 : 비스콘티 - 스포르자 덱 - 타로 카드 78장 + 한글 가이드북 + 보관 케이스,"세계적으로 인정받은 가장 오래된 타로 카드 15개 중 하나인 비스콘티 스포르자에 대한 최신판 연구를 담은 타로 카드 세트다. 아름다운 디럭스 사이즈(85×165mm) 타로 카드 78장 풀세트와144쪽의 올컬러 양장본, 최고급 사양의 자석 여닫이 보관 케이스로 구성되어 있다.","메리 패커드 (지은이), 진예지 (옮긴이)"
9791160077117,이상한 나라의 앨리스 타로카드 & 한글 가이드북 - 월트 디즈니 공식,"디즈니 애니메이션 &lt;이상한 나라의 앨리스&gt; 탄생 70주년 기념, 공식 타로카드. 앨리스부터 체셔고양이, 흰 토끼 등의 작품 속 캐릭터들이 그대로 등장한다. 78장의 타로카드 모두 어디에서도 볼 수 없었던 이상한 나라의 앨리스 오리지널 일러스트로 제작하였다.","미네르바 시걸 (지은이), 송민경 (옮긴이), 리사 반니니 (일러스트)"
