isbn13,title,description,author
9791193480120,그로토프스키 트레이닝,"극작가이자 연출가 구자혜가 지난 2016년부터 2023년까지 쓴 희곡 가운데 일곱 편을 엮은 희곡집 『그로토프스키 트레이닝』이 출간되었다. 이 책에 실린 희곡들은 그동안 새로운 형식과 파격적인 연출로 주목받아 온 그의 작품 세계가 어떤 궤적을 따라 여기에 도달했고, 어디로 향하는지 알 수 있는 단서를 제공한다.",구자혜 (지은이)
9788960908901,테일러 스위프트 - 나의 이야기로 우리를 노래하다,"테일러 스위프트가 데뷔 때부터 지금까지 남긴 말들을 담은 책. 스위프트와 관련하여 소개되는 국내 첫 책으로, 그가 아티스트로서 성장하는 과정뿐 아니라 여러 논란과 어려움을 딛고 자신만의 서사를 구축해가는 모습이 생생한 육성과 함께 담겨 있다.","테일러 스위프트 (지은이), 헬레나 헌트 (엮은이), 김선형 (옮긴이)"
9791193955024,산재일기,"극작가 겸 연출가 이철의 희곡 〈산재일기〉는 산업재해와 직간접적으로 관련이 있는 17명의 인물, 20여 차례의 만남, 50여 시간 분량의 목소리를 바탕으로 만들어진 작품이다.",이철 (지은이)
9788965643005,실패의 기술과 퀴어 예술,"저자 잭 핼버스탬은 애니메이션과 대중문화, 하위문화, 반문화에서 발견한 지혜를 동력으로 삼아 이상주의적 희망을 체념하기보다는 지혜를 얻고, 삶과 문화, 지식, 기쁨과의 새롭고 유연한 관계를 일구고자 한다.","잭 핼버스탬 (지은이), 허원 (옮긴이)"
9791198656841,오컬트 3부작 : 장재현 각본집 (검은 사제들 - 사바하 - 파묘) - 한정판 북케이스 + 초판한정 감독 사인 인쇄본,"2015년 &lt검은 사제들&gt, 2019년 &lt사바하&gt, 2024년 &lt파묘&gt를 통해 작품성과 대중성을 동시에 만족시키며 범접 불가한 K-오컬트 세계관을 구축해온 장재현 감독. 이제 장재현 오컬트의 시작과 현재, 그리고 앞으로 나아갈 미래를 『오컬트 3부작 : 장재현 각본집 세트』로 더욱 깊고 내밀하게 만난다.",장재현 (지은이)
9791141600273,오래되고 멋진 클래식 레코드 2 - 양장,본업인 소설만큼 취미생활에도 진심인 작가 무라카미 하루키. 개인적으로 소장중인 1만 5천여 장 가운데 486장의 클래식 레코드와 100여 곡의 클래식 음악에 관한 이야기를 담은 에세이 『오래되고 멋진 클래식 레코드』를 통해 자신만의 특별한 컬렉션을 공개한 바 있다. 이번에는 거기서 그치지 않고 음악에 대해 좀더 쓰고 싶다는 마음으로 후속권 『오래되고 멋진 클래식 레코드 2』를 완성했다.,"무라카미 하루키 (지은이), 홍은주 (옮긴이)"
9791159923982,"응, 잘 가","일상의 소소함을 섬세한 시선으로 포착하는 작가 마에다 시로의 &lt;응, 잘 가&gt;는 우리의 할머니, 할아버지, 부모님, 나아가 언젠가는 나의 이야기가 될 삶의 마지막 순간을 아름답고 유쾌하게 그려낸다.","마에다 시로 (지은이), 조은혜 (그림), 이홍이 (옮긴이)"
9791187229810,Record of a Legend 1 : 엄인호,"음악평론가 박준흠과 엄인호의 1대1 면담을 통해 만들어진 책이다. 당신이 궁금해 왔던 이야기들을 엄인호에게 물어보았고, 이 책에 남김없이 기록하였다.","엄인호, 박준흠 (지은이)"
9791198698704,건축하지 않는 건축가,"건축가가 되기 위한 자본인 ‘아비투스’는 도대체 무엇이며, 프리츠커 최다 수상국가인 일본에서, 젊은 건축가는 탈건의 시대에 어떻게 대응하고 있는가? 건축가로서 건축만으로는 먹고 살 수 없는 시대이다. 시대상에 맞게 건축가의 아비투스를 해체하고 새로이 재조합하여, 거리로 나선 일본 젊은 건축가들의 이야기한다.","마츠무라 준 (지은이), 민성휘 (옮긴이)"
9791189318543,삶과 창의성에 대하여 - 퀸시 존스의 12가지 조언,"퀸시 존스는 프랭크 시나트라, 마이클 잭슨, 스티븐 스필버그, 오프라 윈프리 등 유명 인사들과 일을 해온 음악가, 작곡가, 프로듀서이자 선구적인 기업가이다. 『삶과 창의성에 대하여』는 그가 아흔에 가까운 나이에 출간한 자서전으로, 자신의 인생을 통해 삶과 창의성에 대해 얘기하는 책이자, 국내에 최초로 소개되는 퀸시 존스의 책이기도 하다.","퀸시 존스 (지은이), 류희성 (옮긴이)"
9788937456589,토카타 - 배삼식 희곡,"극작가 배삼식의 신작 희곡집 『토카타』가 민음사에서 출간되었다. 각각 2023년, 2022년에 극을 올린 「토카타」와 「마디와 매듭」이 실렸다. ‘토카타’는 이탈리아어로 ‘손을 대다’, ‘접촉하다’라는 뜻을 지닌 ‘토카레(Toccare)’에서 유래한 단어다. 배삼식은 모든 접촉이 차단됐던 팬데믹의 어느 날 산책길에서 이 작품을 구상했다고 한다.",배삼식 (지은이)
9788960536548,미술이 나를 붙잡을 때 - 큐레이터의 사심 담은 미술 에세이,"갤러리, 미술관, 박물관에서 10년 동안 미술과 엮여 일한 큐레이터 조아라의 에세이. 미술사를 공부하고 큐레이터로 일하던 시절 그리고 일상 등 미술 곁에 머무는 동안 접했고 마음을 내주었던 작품과 예술가를 소개하며, 미술이 자신에게 말을 걸던 순간과 그 말을 들으며 미술에 붙들렸던 장면을 진솔한 언어로 풀어낸다.",조아라 (지은이)
9788968572401,정원의 숙녀 컬러링북,"33편의 아름다운 정원 식물과 열매, 그리고 매력적인 여성의 초상이 어우러진 매력적인 컬러링북이다. 작가 윤주혜는 여성과 꽃, 새, 자연 등을 주제로 그림을 그리며, 인스타그램을 통해 많은 국내외 팬을 확보한 일러스트레이터다.",윤주혜 (지은이)
9791190738637,키노 씨네필,"1995년 창간해, 2003년 99호로 아쉽게 폐간할 때까지,한국영화 르네상스 시대를 이끈 영화 월간지 KINO 필진이 다시 모여 만든 KINO Cinephile 단행본을 만들었다. 봉준호, 박찬욱, 류승완 등 거장들의 인터뷰와 내 이름이 함께 실리는 전설의 영화 필독서이다.",키노 씨네필 편집부 (엮은이)
9791164459131,"초판본 빈센트 반 고흐, 영혼의 편지들 세트 - 전3권 - 1960년 오리지널 초판본 표지디자인","'비운의 천재화가' 형 빈센트와 미술상 동생 테오, 형제가 평생에 걸쳐 주고받은 다정하고도 격정적인 편지들을 한글로 완역하였다. 1914년 테오의 아내 요안나 봉어르가 정리해서 처음 출간한 이후, 테오의 아들이 보강한 『빈센트 반 고흐 탄생 100주년 기념판』을 거쳐 새롭게 발견되고 연구된 글까지 추가해, 800여 통의 편지 전문을 실었다.","빈센트 반 고흐 (지은이), 이승재 (옮긴이)"
9791197971969,"조응 - 주의 기울임, 알아차림, 어우러져 살아감에 관하여",“생태 위기의 원인은 조응을 망각한 인간이다.” 생태와 삶을 탐구해 온 인류학자 팀 잉골드의 지금 가장 고유하고 윤리적인 존재론.,"팀 잉골드 (지은이), 김현우 (옮긴이)"
9791163862697,일상 속 차근차근 연필 드로잉 - QR코드로 60초 만에 배우는 마카쌤의 쉽고 빠른 이지 드로잉,"유튜브 누적 조회수 1.4억 뷰 구독자 18만 명, 초보자들을 위한 쉬운 그림 그리기 영상으로 2년 만에 급성장한 ‘마카쌤&카롱쌤’의 마카쌤이 자신만의 드로잉 노하우를 가득 담은 책, 「일상 속 차근차근 연필 드로잉」이 드디어 출간되었다.",마카쌤 (지은이)
9791171173426,"명량, 한산, 노량 각본집 & 스토리보드북 콜렉션","2014 영화 &lt;명량&gt;, 2022년 영화 &lt;한산: 용의 출현&gt;에 이어 2023년 12월 영화 &lt;노량: 죽음의 바다&gt;로 10여 년에 걸친 ‘이순신 3부작 프로젝트’를 집대성한 『명량, 한산, 노량 각본집 & 스토리보드북 콜렉션』이 출간되었다.",김한민 (지은이)
9791170370598,표지 없는 지도와 지워지는 사진들,사진을 찍고 글을 쓰는 윤성희가 하는 일은 산재사고로 노동자가 죽은 사건이 벌어졌던 곳을 찾아가는 것이다. 그리고 아무 일도 없었다는 듯이 죽음의 흔적을 치워버린 텅 빈 풍경을 바라본다.,윤성희 (지은이)
9788932923956,파우스트 (모노 에디션),"열린책들 세계문학에서 꾸준히 사랑받아 온 작품들을 엄선한 컬렉션이 모노 에디션이라는 이름으로 선보인다. 세계문학 전집의 정수만을 담아 한층 간결하고 간편한 형태로 펴낸 모노 에디션은 작품 선정에서 책의 장정까지, 덜어 내고 또 덜어 내 고갱이만을 담았다.","요한 볼프강 폰 괴테 (지은이), 김인순 (옮긴이)"
9788998043292,"필립 퍼키스의 사진강의 노트 - 강의, 사진 그리고 인생의 모든 문제들",필립 퍼키스의 사진강의노트는 2001년 미국 오비프레스에서 출판되었고 2005년 한국에 번역 출판되었다. 사진과 삶에 관한 단상들이란 부제에서 보듯이 이 책에서 얘기하는 사진에 관한 담론들은 단지 사진에만 머무는 것이 아니라 우리의 삶을 아우르는 진실을 담고 있다.,"필립 퍼키스 (지은이), 박태희 (옮긴이)"
9791197916748,스카팽의 간계 외,세계 연극사에 있어 희극성(喜劇聖)으로 추앙받는 17세기 프랑스 왕국의 극작가 몰리에르의 대표작 「스카팽의 간계」와 국내 미번역 작품 「에스카르바냐스 백작부인」을 소개한다. 특히 「스카팽의 간계」는 몰리에르 사후 폭발적인 흥행을 이어간 작품이다.,"몰리에르 (지은이), 안세하 (옮긴이)"
9791192768144,환상의 미술 - 몽환적이고 신비로운 모든 것의 시각 자료집,"화가의 손가락 끝에서 피어난 판타지, 즉 아름답고 근사한 생명체들과 미지의 세계가 캔버스 위에서 펼쳐지는 ‘환상의 미술’ 작품들에 집중하고자 한다. 과거 혹은 오늘날의 화가들은 환상 세계를 어떤 식으로 구현해냈을까? 그들의 붓으로 캔버스 위에 구현된 180여 점의 환상의 미술 작품들, 저는 그곳으로 여러분을 안내할 가이드 S. 엘리자베스다.","S. 엘리자베스 (지은이), 박찬원 (옮긴이)"
9788965966142,랑데부 - 이 광막한 우주에서 너와 내가 만나,"2022년 9월 서울옥션에서 조르주 쇠라의 그림을 오마주한 &lt;모리셔스 섬의 일요일 오후&gt; 작품이 1억 1,500만 원에 판매되어 일약 스타덤에 오른 화가 김선우. 일명 ‘도도새 화가’로 잘 알려진 그의 첫 에세이가 2024년, 독자들을 찾아왔다.",김선우 (지은이)
9791170222743,예술가가 되는 법,"예술의 본질을 탐구하는 여정이다. 미국의 저명한 예술 평론가 제리 살츠는 이 책에서 예술가가 될 수 있는 63가지 법칙을 알려주며, 인간의 창조력은 어디에서 나오는지, 어떻게 그것을 예술로 승화시킬 수 있는지 길을 제시한다.","제리 살츠 (지은이), 조미라 (옮긴이)"
