isbn13,title,description,author
9791169092418,모든 아이는 예민하다 - 소아정신건강의학과 의사가 들려주는,"20여 년간 소아청소년정신건강의학과에서 진료해온 의사가 쓴 예민한 아이의 유형, 사례, 치료 모음집이다. 사회는 그 속에서 살아가는 사람들에게 특정한 증상을 만들어낸다. 저자가 최근 10년간 진료실에서 만난 아이 중 다수는 특히 ‘불안’을 호소했다.",김효원 (지은이)
9791198731913,도시의 양육자 - 아이와 함께 사는 삶의 기준을 바꾸다,"대한민국 인성교육 대상, 교육인적자원부 장관 감사상, 청소년 육성 대통령상 수상 등 올바른 과정과 빛나는 결과로 찬사를 받아온 저자는 작은 변화만 실천한다면 아이도 양육자도 얼마든지 행복한 삶을 만끽할 수 있다고 자신 있게 말한다. 그 비밀을 이 책에서 확인하자.",이승훈 (지은이)
9791191998276,"아이들의 화면 속에선 무슨 일이 벌어지고 있는가 - 중독과 저항, 새로운 정체성의 관문","‘인터넷이 없던 세상을 겪어본 적이 없는 세대’가 어떻게 살아가는지, 화면 속 세상은 아이들을 어떻게 유혹하고, 그들은 거기에 어떻게 저항하며 그 안에서 자신들의 정체성을 구축해 나가는지를 총체적으로 분석한다.",김지윤 (지은이)
9791164052356,조선미의 초등생활 상담소 - 좌절내구력 강한 아이로 키우는,대한민국의 대표 부모 멘토인 조선미 교수가 부모와 아이들의 고충과 고민을 해결하기 위해 집필한 책이다. 실제로 저자가 받았던 고민 상담들과 사례를 바탕으로 부모가 알아야 할 초등학생의 발달 과정과 심리를 꼼꼼하게 다루었다.,조선미 (지은이)
9791165348748,엄마는 아무 말도 하지 않을 거야 - 현명한 방관맘의 잔소리 끊기 기술,"아이가 스스로 일어나 등교 준비를 한다고? 알아서 가방 정리하고 숙제하고 다음 날 입을 옷을 꺼내두고 잔다고? 《엄마는 아무 말도 하지 않을 거야》는 어떻게 말해야 할까를 고민하지 말고, 어떻게 하면 말하지 않을까를 고민하면 아이가 더 잘 큰다고 조언한다.",최은아 (지은이)
9791195795505,삐뽀삐뽀 119 소아과 (개정13판) - 2005년 대한의사협회 선정추천도서,1997년 초판 출간 이래 아기 엄마들의 든든한 육아 동반자로서 함께해 온 소아과가 새로운 옷으로 갈아입었다. 내용상으로는 아기 키우기 전에 반드시 먼저 짚고 넘어가야 할 월령별 체크리스트와 아이들 수면에 관련된 부분을 새롭게 보강하며 최신 육아 트렌드를 반영했다.,하정훈 (지은이)
9791165348670,SKY 로드맵 - 대한민국 대표 공부 멘토 이병훈의 최상위 솔루션,대한민국 대표 공부 멘토로 종횡무진 활약하는 이병훈 소장의 15년 멘토링 비법을 총결산한 책이다. 영어유치원에서부터 대학입시까지 부모들이 알고 싶어 하는 정보를 최대한 자세하게 담았다. 자녀를 공부하는 아이로 키우고 싶은 부모를 위해 유아기부터 고1까지 5시기로 나눠 부모가 해야 할 일을 알려 준다.,이병훈 (지은이)
9791192255378,"어떻게 놀아줘야 할까 1 - 오은영의 모두가 행복해지는 놀이, 만 3~4세(36~59개월) 편","만 3~4세(36~59개월) 유아기 수준에 맞춘 즐거운 놀이 100가지가 수록되어 있다. 만 3~4세를 네 시기로 나누고, 시기마다 다시 신체·인지·관계·언어·정서 5가지 발달 놀이 영역으로 나눠 영역별로 도움이 되는 놀이를 소개했다. 100가지 놀이는 오은영 박사와 함께 오은라이프사이언스 연구진이 연구·개발하고 검증했다.","오은영, 오은라이프사이언스 연구진 (지은이), 현숙희 (그림)"
9791158732356,"영어 1등급, 초등 4학년에 결정된다","공부에 왕도가 없다고 하지만, 수능에서 영어 만점을 받을 수 있는 지름길은 분명히 있다. 이 책에서는 명문 대학으로 직행하는 영어 공부 최적화 로드맵을 제시하고, 초등 영어 공부에 대한 오해들을 올바르게 잡아준다.",김수민 (지은이)
9791165702267,어린이 마음 약국 - 마음을 치유하는 그림책 처방전,"14년 차 초등 교사, 좋아서하는그림책연구회 대표 이현아가 어린이의 마음병을 치유하기 위해 그림책 처방전을 책으로 냈다. 그림책 처방이란, 어린이의 고민이나 사연을 듣고 문제 해결에 도움을 될 만한 마음 약 편지와 함께 그림책을 처방해 주는 것이다.","이현아 (지은이), 소복이 (그림)"
