isbn13,title,description,author
9791187700067,지금 여기 함께 있다는 것 - 분배에 관한 인류학적 사유,"『분배정치의 시대』로 큰 주목을 받은 바 있는 스탠퍼드 대학 인류학과 제임스 퍼거슨 교수의 신작 『지금 여기 함께 있다는 것』은 단순히 기본소득을 논하는 책이 아니다. 전작에서 문제의식 제기 정도에 그친 ‘현존presence’이라는 키워드를 중점적으로 살펴보며 ‘나눔’과 ‘사회적 의무’를 고찰한, 짧지만 강렬하고 묵직한 책이다.","제임스 퍼거슨 (지은이), 이동구 (옮긴이)"
9791198585103,떠오르는 숨 - 해양 포유류의 흑인 페미니즘 수업,알렉시스 폴린 검스의 책이 한국에 처음 소개된다. 출판사 접촉면의 첫 책인 『떠오르는 숨: 해양 포유류의 흑인 페미니즘 수업』은 흑인 퀴어 페미니스트인 저자가 해양 포유류로부터 흑인을 포함한 인간종의 생존을 모색하는 책이다.,"알렉시스 폴린 검스 (지은이), 김보영 (옮긴이)"
9791141606459,온전히 평등하고 지극히 차별적인,"‘아름다울 기회의 평등’은 모두에게 허락되는가? 변호사에서 무용수가 되는 새로운 경험을 거치는 가운데, 장애가 있는 몸으로 마주한 질문과 춤의 역사를 넘나들며 그가 오랫동안 천착해온 차별과 평등의 관계을 탐구한 기록이다.",김원영 (지은이)
9791171712250,출근길 지하철 - 닫힌 문 앞에서 외친 말들,"박경석과 노들장애학궁리소 연구활동가 정창조가 함께 쓴 책이다. 장애인 이동권, 노동권, 탈시설과 자립생활 권리 현안은 물론 한국 사회를 지탱하는 거대한 컨베이어 벨트로서 출근길 지하철이 어떻게 모두를 억압하는지, 장애해방과 비장애인의 해방은 어디에서 연결되는지, 서로 다른 우리는 어떻게 연대할 수 있는지, 더 나은 세상이란 어떤 세상인지 박경석이 지난 세월 겪어온 장애인운동과 그 바탕이 된 생각을 성실하게 답하고 충실하게 기록했다.","박경석, 정창조 (지은이)"
9788964374504,잔인한 낙관,"계층 상승과 낭만적 사랑의 대상이나 장면에서부터 정치적인 것 자체에 대한 욕망에 이르기까지, 잔인한 낙관의 여러 관계들을 살펴본 책이다.","로런 벌랜트 (지은이), 박미선, 윤조원 (옮긴이)"
9788959408450,어떤 동사의 멸종 - 사라지는 직업들의 비망록,"첫 책 《퀴닝》(‘인간의 조건’ 개정판)으로 세간의 주목을 받고, 두 번째 책 《고기로 태어나서》로 제59회 한국출판문화상(교양 부문)을 수상한 작가 한승태가 ‘사라지는 직업들의 풍경’을 기록한 《어떤 동사의 멸종》을 펴냈다.",한승태 (지은이)
9788937456664,나르시시즘의 고통 - 우리는 왜 경쟁적인 사회에 자발적으로 복종하는가,“나는 나를 바꿔야 한다!” 자기 자신을 향상시키는 일에만 몰두하면서 타자들은 나를 비추는 거울로 취급하는 나르시시즘적 사회의 고통에 대하여.,"이졸데 카림 (지은이), 신동화 (옮긴이)"
9788901283470,폭염 살인 - 폭주하는 더위는 어떻게 우리 삶을 파괴하는가,"진화의 속도를 넘어 폭주하는 더위, 그리고 그것이 불러올 예측 불허의 재앙 앞에서 에어컨의 냉기가 과연 언제까지 우리를 지켜줄 수 있을까. 분명한 건 극한 더위가 불러올 죽음의 연쇄 반응 앞에 그 누구도 자유로울 수 없다는 사실이다.","제프 구델 (지은이), 왕수민 (옮긴이)"
9791193955024,산재일기,"극작가 겸 연출가 이철의 희곡 〈산재일기〉는 산업재해와 직간접적으로 관련이 있는 17명의 인물, 20여 차례의 만남, 50여 시간 분량의 목소리를 바탕으로 만들어진 작품이다.",이철 (지은이)
9788965643005,실패의 기술과 퀴어 예술,"저자 잭 핼버스탬은 애니메이션과 대중문화, 하위문화, 반문화에서 발견한 지혜를 동력으로 삼아 이상주의적 희망을 체념하기보다는 지혜를 얻고, 삶과 문화, 지식, 기쁨과의 새롭고 유연한 관계를 일구고자 한다.","잭 핼버스탬 (지은이), 허원 (옮긴이)"
